interaction_id,user_id,article_id
1,25,1
2,41,1
3,78,1
4,85,1
5,98,1
6,118,1
7,150,1
8,164,1
9,192,1
10,216,1
11,252,1
12,253,1
13,291,1
14,305,1
15,350,1
16,365,1
17,385,1
18,394,1
19,422,1
20,443,1
21,444,1
22,483,1
23,499,1
24,561,1
25,577,1
26,634,1
27,640,1
28,661,1
29,664,1
30,718,1
31,741,1
32,744,1
33,757,1
34,760,1
35,775,1
36,805,1
37,851,1
38,872,1
39,877,1
40,927,1
41,1001,1
42,1003,1
43,1012,1
44,1017,1
45,1088,1
46,1090,1
47,1096,1
48,1123,1
49,1158,1
50,1160,1
51,1196,1
52,1221,1
53,1238,1
54,1287,1
55,1309,1
56,1338,1
57,1345,1
58,1351,1
59,1362,1
60,1368,1
61,1378,1
62,1394,1
63,1395,1
64,1401,1
65,1410,1
66,1427,1
67,1437,1
68,1445,1
69,1446,1
70,1447,1
71,1458,1
72,1470,1
73,1490,1
74,1513,1
75,1568,1
76,1575,1
77,1585,1
78,1587,1
79,1617,1
80,1635,1
81,1674,1
82,1703,1
83,1718,1
84,1726,1
85,1732,1
86,1765,1
87,1792,1
88,1819,1
89,1862,1
90,1877,1
91,1892,1
92,1896,1
93,1900,1
94,1911,1
95,1916,1
96,1936,1
97,1949,1
98,1977,1
99,1978,1
100,1980,1
101,2013,1
102,2018,1
103,2023,1
104,2028,1
105,2035,1
106,2036,1
107,2055,1
108,2057,1
109,2063,1
110,2082,1
111,2093,1
112,2117,1
113,2118,1
114,2120,1
115,2123,1
116,2128,1
117,2164,1
118,2184,1
119,2208,1
120,2213,1
121,2235,1
122,2247,1
123,2329,1
124,2362,1
125,2366,1
126,2468,1
127,2482,1
128,2483,1
129,2492,1
130,2498,1
131,2505,1
132,2519,1
133,2555,1
134,2579,1
135,2583,1
136,2605,1
137,2668,1
138,2690,1
139,2725,1
140,2797,1
141,2810,1
142,2827,1
143,2833,1
144,2846,1
145,2847,1
146,2861,1
147,2873,1
148,2882,1
149,2903,1
150,2908,1
151,2916,1
152,2927,1
153,2936,1
154,2981,1
155,2996,1
156,3005,1
157,3036,1
158,3038,1
159,1266,1
160,2214,1
161,2923,1
162,1220,1
163,191,1
164,89,1
165,3037,1
166,201,1
167,789,1
168,2755,1
169,28,2
170,36,2
171,65,2
172,76,2
173,77,2
174,95,2
175,98,2
176,115,2
177,163,2
178,188,2
179,205,2
180,218,2
181,300,2
182,316,2
183,324,2
184,331,2
185,334,2
186,415,2
187,424,2
188,480,2
189,496,2
190,509,2
191,510,2
192,535,2
193,538,2
194,545,2
195,558,2
196,581,2
197,589,2
198,593,2
199,633,2
200,655,2
201,665,2
202,698,2
203,724,2
204,732,2
205,744,2
206,765,2
207,794,2
208,795,2
209,799,2
210,807,2
211,833,2
212,841,2
213,930,2
214,954,2
215,976,2
216,987,2
217,998,2
218,1047,2
219,1063,2
220,1136,2
221,1162,2
222,1166,2
223,1183,2
224,1184,2
225,1205,2
226,1221,2
227,1296,2
228,1314,2
229,1319,2
230,1326,2
231,1341,2
232,1396,2
233,1415,2
234,1433,2
235,1458,2
236,1465,2
237,1484,2
238,1553,2
239,1563,2
240,1568,2
241,1570,2
242,1597,2
243,1621,2
244,1679,2
245,1725,2
246,1741,2
247,1746,2
248,1764,2
249,1845,2
250,1864,2
251,1940,2
252,1941,2
253,1973,2
254,1978,2
255,2025,2
256,2038,2
257,2044,2
258,2047,2
259,2052,2
260,2057,2
261,2069,2
262,2129,2
263,2136,2
264,2190,2
265,2199,2
266,2209,2
267,2224,2
268,2265,2
269,2302,2
270,2316,2
271,2320,2
272,2344,2
273,2356,2
274,2360,2
275,2379,2
276,2399,2
277,2403,2
278,2409,2
279,2417,2
280,2423,2
281,2482,2
282,2490,2
283,2491,2
284,2504,2
285,2551,2
286,2577,2
287,2590,2
288,2594,2
289,2596,2
290,2597,2
291,2691,2
292,2755,2
293,2759,2
294,2761,2
295,2763,2
296,2781,2
297,2803,2
298,2815,2
299,2844,2
300,2848,2
301,2873,2
302,2880,2
303,2886,2
304,2973,2
305,3006,2
306,3008,2
307,3011,2
308,3038,2
309,2340,2
310,52,3
311,131,3
312,139,3
313,155,3
314,213,3
315,243,3
316,244,3
317,255,3
318,511,3
319,512,3
320,568,3
321,682,3
322,771,3
323,900,3
324,901,3
325,927,3
326,956,3
327,1066,3
328,1101,3
329,1148,3
330,1186,3
331,1187,3
332,1188,3
333,1339,3
334,1341,3
335,1353,3
336,1371,3
337,1389,3
338,1396,3
339,1428,3
340,1465,3
341,1492,3
342,1528,3
343,1535,3
344,1544,3
345,1568,3
346,1600,3
347,1624,3
348,1627,3
349,1802,3
350,1915,3
351,1991,3
352,2018,3
353,2095,3
354,2268,3
355,2299,3
356,2349,3
357,2416,3
358,2436,3
